CODFILIAL,CODGERENTE,CODSUPERVISOR,CODUSUR,CODFORNEC,VLVENDA,QT,QTCLIENTE,QTPED
2,7.0,59,758,3209,33.65,15.0,1,1
2,1.0,30,760,346,128.56,24.0,4,7
2,1.0,30,760,403,79.0,35.0,2,2
2,1.0,30,760,405,33.34,2.0,3,5
2,1.0,30,760,1203,261.59,101.0,7,9
2,,30,760,346,76.64,16.0,2,2
2,,30,760,403,1075.0,500.0,6,7
2,,30,760,405,104.39,9.0,2,2
2,,30,760,1203,798.08,308.0,17,25
2,1.0,44,760,346,164.55,30.0,3,5
2,1.0,44,760,403,129.5,50.0,1,1
2,1.0,44,760,405,155.72,10.0,5,8
2,1.0,44,760,1203,10511.12,3888.0,47,140
2,1.0,32,762,346,2938.9,422.0,19,66
2,1.0,32,762,403,8614.54,2501.0,23,32
2,1.0,32,762,405,322.25,14.0,10,15
2,1.0,32,762,975,277.44,90.0,3,6
2,1.0,32,762,1203,1375.75,491.0,37,83
2,1.0,32,762,2971,774.16,19.0,3,3
2,1.0,32,762,3209,171.24,90.0,4,4
2,,32,762,346,481.79,79.0,10,15
2,,32,762,403,10716.64,4406.0,37,68
2,,32,762,405,6384.07,277.0,60,135
2,,32,762,975,366.6,132.0,4,8
2,,32,762,1203,2020.2,780.0,52,147
2,2.0,37,762,403,222.0,50.0,1,1
2,2.0,37,762,405,172.68,12.0,2,4
2,2.0,37,762,1203,95.68,26.0,4,4
2,2.0,37,762,2993,115.38,13.0,2,2
2,2.0,37,762,3209,23.88,12.0,1,1
2,2.0,37,762,3248,41.28,32.0,1,1
2,2.0,37,762,3314,137.43,135.0,4,4
2,2.0,37,762,3356,165.72,12.0,1,1
2,2.0,37,762,3461,715.98,306.0,5,5
2,1.0,52,762,346,3109.42,438.0,13,56
2,1.0,52,762,403,641.57,151.0,4,4
2,1.0,52,762,405,294.5,38.0,13,25
2,1.0,52,762,1203,2390.72,648.0,21,66
2,1.0,52,762,3209,3654.24,1706.0,39,63
2,1.0,52,762,3248,747.68,444.0,8,12
2,1.0,52,762,3314,1931.85,1917.0,14,18
2,1.0,52,762,3330,1063.8,432.0,8,11
2,1.0,52,762,3356,476.41,32.0,5,6
2,7.0,63,762,346,146.96,18.0,6,6
2,7.0,63,762,1203,495.18,126.0,8,9
2,7.0,63,762,2971,30.22,1.0,1,1
2,7.0,63,762,3209,123.36,60.0,3,4
2,7.0,63,762,3248,517.95,234.0,4,5
2,7.0,63,762,3330,613.14,186.0,3,3
2,7.0,63,762,3356,67.96,4.0,1,1
2,7.0,63,762,3461,1831.72,836.0,14,20
2,7.0,63,762,3570,293.88,47.0,3,3
2,7.0,63,762,3743,222.88,7.0,2,2
2,,63,762,346,4700.38,641.0,21,74
2,,63,762,403,444.0,100.0,2,2
2,,63,762,1203,2618.98,673.0,18,57
2,,63,762,2993,469.88,43.0,6,7
2,,63,762,3209,644.68,366.0,10,20
2,,63,762,3248,1199.92,678.0,10,15
2,,63,762,3314,1417.5,1566.0,8,18
2,,63,762,3330,362.52,108.0,3,3
2,,63,762,3356,195.78,14.0,2,2
2,,63,762,3461,7631.38,3102.0,24,91
2,,63,762,3486,1122.16,141.0,5,12
2,,63,762,3549,206.39,22.0,2,3
2,,63,762,3570,2324.43,549.0,21,46
2,,63,762,3571,1440.85,342.0,11,18
2,,37,763,346,1175.74,219.0,11,47
2,,37,763,403,354.25,155.0,3,5
2,,37,763,405,1358.83,105.0,9,30
2,,37,763,975,8753.88,3156.0,6,59
2,,37,763,1203,1616.16,624.0,8,38
2,1.0,26,764,346,125.07,21.0,2,2
2,1.0,26,764,403,3628.25,1059.0,11,16
2,1.0,26,764,405,10.48,1.0,1,1
2,1.0,26,764,975,191.16,54.0,2,3
2,1.0,26,764,1203,1917.77,681.0,32,48
2,1.0,26,764,2971,824.76,36.0,1,1
2,,26,764,405,972.6,40.0,15,19
2,,26,764,1203,202.02,78.0,13,17
2,1.0,30,764,403,300.0,100.0,2,2
2,,41,764,1203,33.72,12.0,1,1
2,1.0,26,765,405,0.0,0.0,3,3
2,,26,765,346,100.59,21.0,2,2
2,,26,765,405,313.3,18.0,6,7
2,,26,765,1203,740.74,286.0,23,25
2,,32,767,346,148.3,30.0,4,6
2,,32,767,405,174.05,7.0,4,4
2,,32,767,975,68.4,24.0,2,3
2,,32,767,1203,59.57,23.0,1,3
2,,38,767,346,528.62,104.0,7,10
2,,38,767,403,389.51,149.0,3,4
2,,38,767,405,80.7,18.0,1,2
2,,38,767,975,394.08,144.0,6,9
2,,38,767,1203,1670.55,645.0,29,42
2,,40,767,346,79.84,16.0,1,2
2,,40,767,1203,62.16,24.0,1,1
2,1.0,30,768,346,188.62,38.0,4,8
2,1.0,30,768,403,1938.75,825.0,10,13
2,1.0,30,768,405,1006.29,69.0,17,27
2,1.0,30,768,975,825.0,288.0,6,10
2,1.0,30,768,1203,7360.78,2842.0,76,137
2,,30,768,346,620.15,125.0,6,17
2,,30,768,403,1017.55,361.0,6,6
2,,30,768,405,2101.27,96.0,35,65
2,,30,768,975,357.12,120.0,4,4
2,,30,768,1203,5353.53,2067.0,32,58
2,,35,768,403,127.5,50.0,1,1
2,,35,768,975,118.8,48.0,4,4
2,,35,768,1203,88.06,34.0,5,5
2,,40,768,405,6.3,2.0,1,1
2,1.0,44,768,346,978.74,176.0,8,23
2,1.0,44,768,403,5843.86,2185.0,38,53
2,1.0,44,768,405,2322.71,228.0,35,58
2,1.0,44,768,975,14795.22,4062.0,26,108
2,1.0,44,768,1203,46248.38,16922.0,95,514
2,1.0,26,769,346,64.0,12.0,2,2
2,1.0,26,769,403,4882.0,1875.0,3,4
2,1.0,26,769,405,101.0,6.0,3,3
2,1.0,26,769,1203,2478.84,908.0,31,49
2,,26,769,403,86.0,40.0,1,3
2,,26,769,405,461.5,13.0,2,4
2,,26,769,1203,1375.29,531.0,30,37
2,1.0,30,769,403,326.0,100.0,1,1
2,1.0,2,772,405,19068.99,2399.0,71,382
2,2.0,2,772,405,18717.85,1898.0,65,248
2,2.0,2,772,2971,6057.9,159.0,1,2
2,2.0,2,772,2993,540.57,52.0,2,2
2,,2,772,346,1315.72,268.0,4,8
2,,2,772,405,895.25,53.0,64,106
2,2.0,31,772,405,1321.1,98.0,20,25
2,2.0,31,772,2993,243.69,22.0,3,4
2,4.0,31,772,405,253.86,12.0,1,1
2,1.0,39,772,346,30.76,4.0,1,1
2,1.0,39,772,405,438.33,18.0,7,9
2,,39,772,346,1234.09,251.0,6,10
2,,39,772,405,3899.23,270.0,20,70
2,1.0,42,772,405,4245.25,585.0,79,189
2,,42,772,405,0.0,0.0,1,1
2,4.0,54,772,405,32039.52,3671.0,86,404
2,4.0,54,772,2993,25752.14,2952.0,55,154
2,4.0,54,772,3468,139.88,5.0,2,2
2,10.0,54,772,405,10125.33,987.0,55,175
2,10.0,54,772,2993,9883.12,1126.0,40,60
2,,54,772,405,0.0,0.0,4,4
2,,30,773,346,42.25,7.0,1,2
2,,30,773,405,34.05,3.0,2,2
2,,35,773,346,60.89,11.0,2,2
2,,35,773,403,112.5,50.0,2,2
2,,35,773,405,82.35,11.0,3,3
2,,35,773,1203,12.95,5.0,1,1
2,1.0,5,774,403,161.5,50.0,1,1
2,1.0,5,774,975,21.6,6.0,1,1
2,,26,774,346,190.86,37.0,4,4
2,,26,774,405,7.55,1.0,1,1
2,,26,774,1203,122.89,47.0,4,6
2,1.0,37,774,346,602.89,99.0,11,16
2,1.0,37,774,403,694.5,203.0,10,10
2,1.0,37,774,405,1428.46,142.0,32,41
2,1.0,37,774,975,43.5,12.0,2,2
2,1.0,37,774,1203,83.5,30.0,8,11
2,1.0,37,774,2993,9.06,1.0,1,1
2,,37,774,346,9.76,2.0,1,1
2,,37,774,405,563.73,30.0,15,18
2,,37,774,975,51.3,18.0,2,2
2,1.0,26,775,403,995.0,500.0,1,1
2,,26,775,403,6627.75,2865.0,12,19
2,,26,775,405,542.37,18.0,1,5
2,1.0,30,776,975,64.8,18.0,1,1
2,1.0,30,776,1203,46.81,17.0,1,2
2,1.0,32,776,346,174.13,29.0,3,6
2,1.0,32,776,403,88.4,20.0,1,1
2,1.0,32,776,1203,357.83,127.0,7,15
2,,2,777,346,9.58,2.0,1,1
2,1.0,39,777,403,29.25,15.0,1,1
2,1.0,39,777,405,313.72,23.0,3,7
2,,39,777,346,523.74,108.0,5,6
2,,39,777,403,351.54,162.0,2,2
2,,39,777,405,9040.71,429.0,53,124
2,1.0,42,777,405,366.67,27.0,77,136
2,,26,778,403,777.85,349.0,7,11
2,,26,778,1203,25.9,10.0,1,1
2,1.0,2,779,405,14545.22,503.0,43,134
2,,2,779,405,1831.9,84.0,21,39
2,,39,779,405,5258.47,214.0,33,119
2,1.0,42,779,405,4767.43,146.0,22,32
2,,2,780,405,532.04,58.0,14,14
2,,39,780,405,352.54,48.0,6,8
2,,38,781,346,406.43,65.0,4,5
2,,38,781,403,941.1,222.0,2,2
2,,38,781,405,144.2,14.0,3,3
2,,38,781,1203,3058.79,1181.0,47,59
2,,40,781,403,10.35,3.0,1,1
2,,40,781,1203,51.8,20.0,3,3
2,1.0,2,782,405,0.0,0.0,4,5
2,,2,782,405,13481.43,541.0,56,177
2,1.0,19,782,405,0.0,0.0,1,1
2,,19,782,405,358.1,13.0,3,3
2,1.0,39,782,346,526.9,110.0,2,5
2,1.0,39,782,403,49.2,12.0,1,1
2,1.0,39,782,405,24936.0,1079.0,50,183
2,,39,782,346,363.2,80.0,1,4
2,,39,782,405,71134.65,2725.0,86,548
2,1.0,26,783,405,61.04,4.0,1,1
2,1.0,26,783,1203,1122.4,305.0,20,30
2,1.0,26,783,2993,18.52,2.0,1,1
2,1.0,26,783,3209,521.98,222.0,10,11
2,1.0,26,783,3248,154.8,120.0,2,2
2,1.0,32,783,346,77.38,8.0,2,2
2,1.0,32,783,403,4799.58,1651.0,17,21
2,1.0,32,783,405,3233.02,291.0,40,142
2,1.0,32,783,975,1611.0,450.0,7,23
2,1.0,32,783,1203,13163.94,4651.0,77,427
2,1.0,32,783,2971,45.25,1.0,1,1
2,,32,783,405,0.0,0.0,23,42
2,1.0,37,783,405,263.16,36.0,1,2
2,1.0,37,783,975,27.18,6.0,1,1
2,1.0,37,783,1203,1270.72,374.0,17,26
2,1.0,37,783,2993,9.8,1.0,1,1
2,,37,784,405,106.75,4.0,1,1
2,,37,784,1203,36.26,14.0,2,3
2,1.0,44,784,405,80.7,6.0,1,1
2,1.0,44,784,975,163.8,36.0,1,3
2,1.0,44,784,3209,27.6,24.0,1,1
2,1.0,44,784,3248,157.56,104.0,3,3
2,1.0,47,784,346,41.28,24.0,1,1
2,1.0,47,784,403,230.86,65.0,3,3
2,1.0,47,784,405,1804.06,150.0,7,16
2,1.0,47,784,975,407.7,90.0,2,8
2,1.0,47,784,1203,67.44,24.0,1,2
2,1.0,47,784,3209,3.38,1.0,1,1
2,,47,784,405,0.0,0.0,16,24
2,1.0,55,784,19,991.8,108.0,3,6
2,1.0,55,784,346,1711.74,448.0,10,19
2,1.0,55,784,403,427.0,100.0,2,3
2,1.0,55,784,405,4310.57,626.0,33,152
2,1.0,55,784,975,2095.02,429.0,1,30
2,1.0,55,784,2971,5963.95,118.0,1,7
2,1.0,55,784,2993,1313.1,127.0,7,10
2,1.0,55,784,3209,3539.97,2109.0,31,89
2,1.0,55,784,3248,4133.89,1531.0,23,64
2,1.0,55,784,3314,22026.57,23151.0,53,215
2,1.0,55,784,3330,9146.99,3987.0,39,80
2,1.0,55,784,3356,6724.27,416.0,11,18
2,1.0,55,784,3461,22960.91,9415.0,48,220
2,1.0,55,784,3468,34.68,1.0,1,1
2,1.0,55,784,3486,2115.55,310.0,12,16
2,1.0,55,784,3549,3743.6,520.0,3,12
2,1.0,55,784,3570,7032.54,1991.0,16,46
2,1.0,55,784,3571,15410.23,4112.0,50,127
2,1.0,55,784,3592,95.76,24.0,1,1
2,1.0,55,784,3642,85.4,14.0,2,2
2,1.0,30,785,403,7847.5,3650.0,1,2
2,1.0,40,785,405,31964.22,2452.0,7,13
2,1.0,40,785,2971,766.0,23.0,1,1
2,2.0,40,785,3549,2736.0,320.0,1,1
2,1.0,31,786,346,30.09,5.0,2,2
2,1.0,31,786,403,6935.49,2076.0,17,30
2,1.0,31,786,405,884.87,71.0,9,9
2,1.0,31,786,1203,161.07,59.0,3,3
2,1.0,26,787,403,7231.19,2936.0,15,33
2,1.0,26,787,405,994.52,90.0,21,34
2,1.0,26,787,1203,44.16,12.0,1,1
2,1.0,26,787,3209,33.6,24.0,1,1
2,,26,787,403,1710.0,800.0,7,11
2,,26,787,405,537.85,68.0,23,31
2,,26,787,1203,23.31,9.0,1,1
2,1.0,46,787,346,83.32,67.0,4,5
2,1.0,46,787,403,15083.5,4751.0,20,39
2,1.0,46,787,405,5043.82,550.0,29,109
2,1.0,46,787,2971,116.02,4.0,3,3
2,1.0,46,787,2993,8.87,1.0,1,1
2,1.0,46,787,3209,15.0,12.0,1,1
2,1.0,46,787,3248,5.16,4.0,1,1
2,,46,787,405,0.0,0.0,26,36
2,1.0,5,788,346,265.81,49.0,5,10
2,1.0,5,788,403,567.5,250.0,2,3
2,1.0,5,788,405,507.37,36.0,23,39
2,,5,788,346,199.29,35.0,5,9
2,,5,788,403,1413.75,657.0,8,11
2,,5,788,405,342.01,33.0,6,9
2,,5,788,1203,98.42,38.0,2,3
2,,37,788,346,68.27,13.0,3,4
2,,37,788,403,549.6,232.0,7,8
2,,37,788,405,426.08,28.0,8,14
2,,37,788,1203,147.63,57.0,1,2
2,,41,789,975,799.2,222.0,3,3
2,1.0,44,789,403,2148.21,828.0,20,20
2,1.0,44,789,405,321.4,42.0,9,13
2,1.0,44,789,975,5374.62,1482.0,17,44
2,1.0,44,789,1203,8969.19,3231.0,59,98
2,,5,791,405,58.26,2.0,2,2
2,,26,791,346,4.49,1.0,1,1
2,,26,791,405,26.97,7.0,7,7
2,1.0,46,791,403,450.58,113.0,51,64
2,1.0,30,792,346,233.81,43.0,5,7
2,1.0,30,792,403,946.29,403.0,7,10
2,1.0,30,792,405,53.98,2.0,1,1
2,1.0,30,792,975,367.5,126.0,4,6
2,1.0,30,792,1203,290.08,112.0,2,3
2,,30,792,346,27.96,4.0,1,1
2,,30,792,403,2118.25,971.0,9,9
2,,30,792,405,14.55,3.0,1,1
2,,30,792,975,51.3,18.0,2,2
2,,30,792,1203,62.16,24.0,1,1
2,1.0,44,792,346,423.6,77.0,6,8
2,1.0,44,792,403,6386.28,2243.0,12,22
2,1.0,44,792,405,253.2,18.0,16,20
2,1.0,44,792,975,1085.28,288.0,3,8
2,1.0,44,792,1203,2838.89,1035.0,23,49
2,1.0,47,792,346,1124.1,374.0,16,20
2,1.0,47,792,403,227.02,74.0,2,2
2,1.0,47,792,405,133.59,12.0,5,6
2,1.0,47,792,975,1908.42,456.0,3,9
2,1.0,47,792,1203,13294.79,4303.0,36,133
2,1.0,47,792,2971,276.75,6.0,2,2
2,1.0,47,792,3209,716.46,305.0,10,13
2,1.0,40,793,346,1772.6,286.0,14,45
2,1.0,40,793,403,7439.0,2373.0,58,91
2,1.0,40,793,405,1424.46,172.0,32,47
2,1.0,40,793,975,288.9,72.0,3,3
2,1.0,40,793,1203,2076.99,734.0,34,72
2,1.0,40,793,2971,80.29,3.0,2,2
2,2.0,40,793,19,81.03,9.0,4,4
2,2.0,40,793,346,8944.02,2129.0,131,330
2,2.0,40,793,403,18344.36,4127.0,124,304
2,2.0,40,793,405,1289.57,145.0,27,43
2,2.0,40,793,975,4971.9,1098.0,9,35
2,2.0,40,793,1203,20448.14,5709.0,138,485
2,2.0,40,793,2971,951.77,30.0,11,14
2,2.0,40,793,2993,4394.62,462.0,48,100
2,2.0,40,793,3209,17015.93,8776.0,234,725
2,2.0,40,793,3248,6259.07,1899.0,108,237
2,2.0,40,793,3314,10386.45,10517.0,109,247
2,2.0,40,793,3330,4630.81,2244.0,106,204
2,2.0,40,793,3356,2713.76,174.0,22,30
2,2.0,40,793,3446,103.33,5.0,4,4
2,2.0,40,793,3461,13585.6,5990.0,166,487
2,2.0,40,793,3468,90.32,4.0,4,4
2,2.0,40,793,3486,1924.04,248.0,28,38
2,2.0,40,793,3549,3041.45,490.0,35,81
2,2.0,40,793,3570,1646.32,425.0,44,70
2,2.0,40,793,3571,5163.94,1512.0,84,149
2,2.0,40,793,3592,1092.76,243.0,10,22
2,2.0,40,793,3642,122.63,18.0,7,7
2,2.0,40,793,3743,64.28,2.0,1,1
2,,40,793,405,0.0,0.0,9,11
2,1.0,39,794,346,9.98,2.0,1,1
2,1.0,39,794,405,347.54,13.0,4,7
2,,39,794,346,1242.39,275.0,7,8
2,,39,794,403,153.75,75.0,2,2
2,,39,794,405,638.78,53.0,15,17
2,1.0,26,795,346,115.5,16.0,3,3
2,1.0,26,795,405,238.98,24.0,6,8
2,,26,795,405,0.0,0.0,13,16
2,1.0,30,795,346,47.32,7.0,2,2
2,1.0,30,795,405,56.2,12.0,6,6
2,,30,795,405,0.0,0.0,1,1
2,1.0,31,795,346,851.29,155.0,12,28
2,1.0,31,795,403,11117.37,4063.0,28,53
2,1.0,31,795,405,514.23,79.0,18,36
2,,31,795,346,131.75,25.0,5,7
2,,31,795,403,5480.02,2527.0,23,35
2,,31,795,405,301.09,14.0,14,17
2,1.0,42,795,346,158.15,21.0,3,4
2,1.0,42,795,405,132.38,8.0,2,2
2,1.0,42,795,3209,257.04,164.0,6,6
2,3.0,42,795,346,143.1,17.0,2,6
2,3.0,42,795,403,557.9,120.0,4,6
2,3.0,42,795,2971,132.46,3.0,1,1
2,3.0,42,795,2993,860.66,100.0,3,4
2,3.0,42,795,3209,192.97,107.0,3,4
2,3.0,42,795,3248,74.96,34.0,1,1
2,3.0,42,795,3314,44.16,12.0,1,1
2,3.0,42,795,3330,151.34,46.0,2,2
2,3.0,42,795,3461,69.8,40.0,2,2
2,3.0,42,795,3570,29.2,5.0,1,1
2,3.0,42,795,3592,139.8,20.0,1,1
2,1.0,50,795,3209,272.4,143.0,5,5
2,1.0,50,795,3248,191.36,55.0,4,5
2,1.0,37,796,405,93.01,11.0,10,10
2,,37,796,346,47.9,10.0,3,3
2,,37,796,975,171.0,60.0,1,1
2,1.0,37,797,346,1319.9,265.0,9,15
2,1.0,37,797,403,1882.6,650.0,10,14
2,1.0,37,797,405,13397.71,1270.0,76,402
2,1.0,37,797,975,4123.2,1044.0,4,29
2,1.0,37,797,2971,203.6,8.0,3,3
2,1.0,37,797,2993,80.76,9.0,1,1
2,,37,797,346,417.33,87.0,11,17
2,,37,797,403,1293.6,604.0,9,14
2,,37,797,405,397.09,30.0,8,16
2,,37,797,1203,248.64,96.0,1,1
2,1.0,50,797,405,924.79,136.0,14,20
2,1.0,50,797,975,815.4,180.0,1,5
2,1.0,50,797,2971,76.35,3.0,1,1
2,1.0,50,797,3209,358.62,156.0,2,3
2,1.0,5,798,403,1137.09,288.0,5,5
2,1.0,5,798,405,651.15,101.0,47,78
2,1.0,5,798,975,86.4,24.0,1,2
2,1.0,5,798,1203,3379.27,1183.0,68,98
2,,5,798,405,0.0,0.0,20,24
2,1.0,26,798,403,21832.25,5449.0,8,13
2,1.0,26,798,405,193.04,15.0,7,8
2,1.0,26,798,1203,2312.09,686.0,43,92
2,1.0,26,798,3209,1.25,1.0,1,1
2,,26,798,405,0.0,0.0,2,2
2,1.0,30,798,346,60.2,10.0,1,1
2,1.0,32,798,346,1749.6,325.0,11,17
2,1.0,32,798,403,15355.31,4698.0,23,29
2,1.0,32,798,405,2734.34,394.0,37,64
2,1.0,32,798,975,587.22,162.0,8,14
2,1.0,32,798,1203,12522.07,4495.0,137,231
2,,32,798,346,119.43,21.0,1,1
2,,32,798,403,107.5,50.0,1,1
2,,32,798,405,50.5,2.0,9,9
2,,32,798,1203,240.87,93.0,10,11
2,,49,798,346,101.88,12.0,1,1
2,,49,798,1203,1048.8,285.0,34,39
2,,49,798,2993,157.23,15.0,1,1
2,,49,798,3209,85.65,33.0,4,4
2,,49,798,3248,325.86,82.0,2,2
2,1.0,5,799,346,814.68,125.0,17,30
2,1.0,5,799,403,1922.64,534.0,16,20
2,1.0,5,799,405,80.82,16.0,6,8
2,1.0,5,799,975,471.66,120.0,7,7
2,1.0,5,799,1203,3483.4,1204.0,30,77
2,1.0,26,799,346,992.01,167.0,14,26
2,1.0,26,799,403,15536.16,3198.0,35,48
2,1.0,26,799,405,60.54,7.0,2,3
2,1.0,26,799,975,490.14,108.0,5,7
2,1.0,26,799,1203,10755.38,3329.0,60,111
2,1.0,26,799,2971,183.27,7.0,2,2
2,1.0,26,799,3209,868.02,349.0,16,20
2,,26,799,405,0.0,0.0,1,1
2,1.0,32,799,346,1745.48,308.0,19,61
2,1.0,32,799,403,4670.63,1415.0,24,44
2,1.0,32,799,405,334.06,38.0,7,10
2,1.0,32,799,975,537.78,150.0,7,21
2,1.0,32,799,1203,3528.86,1230.0,28,85
2,1.0,32,799,2971,564.5,17.0,2,2
2,,32,799,346,305.21,59.0,5,12
2,,32,799,403,268.75,125.0,2,3
2,,32,799,405,387.95,59.0,2,7
2,,32,799,975,51.3,18.0,3,3
2,,32,799,1203,62.16,24.0,1,1
2,1.0,46,799,346,32.97,12.0,1,2
2,1.0,46,799,403,208.0,50.0,2,2
2,1.0,46,799,1203,158.24,43.0,3,3
2,1.0,46,799,3209,89.4,44.0,2,2
2,1.0,46,799,3248,68.52,42.0,1,1
2,,5,800,346,74.65,15.0,3,3
2,,5,800,403,1028.5,500.0,3,3
2,,5,800,405,372.77,32.0,5,8
2,,5,800,975,17.4,6.0,1,1
2,,5,800,1203,191.66,74.0,5,6
2,1.0,5,801,346,9120.52,1703.0,16,82
2,1.0,5,801,403,1109.36,392.0,11,14
2,1.0,5,801,405,9339.91,757.0,46,203
2,1.0,5,801,975,2673.24,696.0,7,17
2,1.0,5,801,1203,7690.82,2764.0,54,260
2,1.0,5,801,2971,25.45,1.0,1,1
2,,5,801,346,970.67,233.0,4,5
2,,5,801,403,110.0,50.0,2,2
2,,5,801,405,2174.11,139.0,13,28
2,,5,801,975,17.94,6.0,1,1
2,,5,801,1203,686.35,265.0,10,12
2,1.0,30,801,346,49.43,10.0,2,3
2,1.0,30,801,403,3.98,1.0,1,1
2,1.0,30,801,975,249.0,60.0,1,1
2,1.0,30,801,1203,279.18,94.0,8,9
2,,30,801,405,23.6,1.0,1,1
2,,30,801,1203,85.47,33.0,3,3
2,1.0,37,801,346,315.39,52.0,6,15
2,1.0,37,801,403,2520.73,592.0,4,4
2,1.0,37,801,405,832.85,104.0,5,6
2,1.0,37,801,975,48.6,12.0,1,1
2,1.0,37,801,1203,929.41,303.0,23,35
2,1.0,37,801,2971,5567.04,162.0,1,1
2,1.0,52,801,346,1615.43,400.0,20,32
2,1.0,52,801,403,498.36,117.0,6,6
2,1.0,52,801,405,1922.57,172.0,17,37
2,1.0,52,801,975,1047.6,240.0,3,6
2,1.0,52,801,1203,2381.44,663.0,23,52
2,1.0,52,801,2971,244.36,6.0,1,1
2,1.0,52,801,2993,132.33,12.0,1,1
2,1.0,52,801,3209,3075.4,1816.0,36,61
2,1.0,52,801,3248,701.74,234.0,10,14
2,1.0,5,802,346,312.9,64.0,4,7
2,1.0,5,802,403,6009.2,2368.0,14,25
2,1.0,5,802,405,1536.92,82.0,22,39
2,,5,802,403,1889.0,902.0,9,11
2,,5,802,405,217.23,10.0,5,6
2,,5,802,1203,476.28,180.0,4,4
2,1.0,5,803,1203,11716.08,4152.0,4,8
2,1.0,30,803,1203,4590.0,1800.0,1,1
2,1.0,37,803,1203,338.4,120.0,1,1
2,1.0,40,803,403,8502.7,3794.0,2,3
2,1.0,40,803,405,2437.29,339.0,3,5
2,1.0,40,803,1203,7432.08,2664.0,2,5
2,2.0,40,803,405,3737.27,317.0,285,289
2,2.0,40,803,1203,2375.78,614.0,264,308
2,2.0,40,803,3461,117.0,60.0,1,1
2,1.0,52,803,2971,1775.97,23.0,1,1
2,1.0,40,804,403,225.65,75.0,1,2
2,1.0,40,804,405,146.76,12.0,2,3
2,1.0,40,805,346,6.99,1.0,1,1
2,1.0,40,805,405,393.43,17.0,2,6
2,1.0,40,805,1203,1410.48,552.0,2,6
2,1.0,40,806,1203,7.77,3.0,1,1
2,1.0,40,807,405,0.0,0.0,1,3
2,1.0,2,809,403,85.0,20.0,1,1
2,1.0,2,809,405,504.74,14.0,4,6
2,1.0,39,809,403,202.55,69.0,4,5
2,1.0,39,809,405,501.92,16.0,8,14
2,,39,809,403,331.96,154.0,4,4
2,,39,809,405,124.55,9.0,2,3
2,1.0,31,810,346,745.61,136.0,9,22
2,1.0,31,810,403,3213.96,1242.0,30,37
2,1.0,31,810,405,1061.0,97.0,14,24
2,,31,810,346,52.19,13.0,2,2
2,,31,810,403,1845.4,798.0,10,11
2,,31,810,405,8.3,2.0,1,1
2,,31,810,1203,77.7,30.0,1,1
2,1.0,42,810,346,67.5,10.0,1,1
2,1.0,42,810,403,565.5,150.0,1,1
2,1.0,42,810,405,6.2,1.0,1,1
2,1.0,37,811,405,0.0,0.0,6,6
2,1.0,37,811,975,171.0,60.0,1,1
2,,37,811,405,356.79,24.0,5,8
2,,37,811,975,909.66,318.0,5,7
2,,37,811,1203,62.16,24.0,1,1
2,1.0,5,812,975,151.2,42.0,4,4
2,1.0,5,812,1203,87.11,31.0,6,6
2,1.0,44,812,346,396.11,64.0,5,6
2,1.0,44,812,403,787.65,234.0,3,4
2,1.0,44,812,405,1335.02,170.0,9,15
2,1.0,44,812,975,463.2,126.0,5,12
2,1.0,44,812,1203,6439.58,2214.0,46,79
2,,44,812,405,0.0,0.0,16,18
2,1.0,26,814,346,74.45,15.0,4,4
2,1.0,26,814,403,184.45,81.0,3,3
2,1.0,26,814,405,82.08,8.0,1,1
2,1.0,26,814,1203,295.26,114.0,8,9
2,,26,814,403,26.28,12.0,1,1
2,,26,814,1203,25.9,10.0,1,1
2,1.0,5,815,346,92.87,19.0,2,3
2,1.0,5,815,403,2381.82,901.0,15,19
2,1.0,5,815,405,5214.4,496.0,58,145
2,1.0,5,815,1203,470.38,178.0,8,11
2,,5,815,403,102.0,50.0,1,1
2,1.0,44,815,403,738.5,235.0,4,5
2,1.0,44,815,405,1798.31,172.0,15,29
2,1.0,44,815,1203,431.16,156.0,6,10
2,1.0,44,815,3248,44.67,3.0,1,1
2,1.0,47,815,346,181.94,28.0,4,4
2,1.0,47,815,403,1982.26,662.0,2,2
2,1.0,47,815,405,1100.25,88.0,22,49
2,1.0,47,815,1203,134.88,48.0,3,3
2,1.0,47,815,2971,995.42,30.0,2,4
2,1.0,47,815,2993,110.16,12.0,1,1
2,1.0,47,815,3209,60.78,30.0,1,1
2,,47,815,405,0.0,0.0,16,21
2,1.0,2,816,346,344.88,72.0,1,3
2,1.0,2,816,403,566.09,221.0,7,9
2,1.0,2,816,405,63034.2,5703.0,38,145
2,1.0,42,816,405,12572.92,583.0,12,19
2,1.0,42,816,1203,32.76,12.0,1,1
2,1.0,2,817,405,687.2,24.0,7,8
2,1.0,39,817,346,49.9,10.0,1,1
2,1.0,39,817,403,45.9,10.0,1,1
2,1.0,39,817,405,302.76,12.0,3,6
2,,39,817,405,23.6,1.0,1,1
2,1.0,26,818,346,76.0,40.0,1,1
2,1.0,26,818,405,30.34,2.0,1,1
2,1.0,26,818,975,54.36,12.0,2,2
2,1.0,30,818,346,13.52,2.0,1,1
2,1.0,30,818,405,113.18,23.0,8,9
2,1.0,30,818,975,27.18,6.0,1,1
2,1.0,30,818,2971,60.94,2.0,1,1
2,,30,818,405,0.0,0.0,1,1
2,1.0,31,818,346,158.85,30.0,3,4
2,1.0,31,818,403,1676.24,581.0,11,17
